Date,Open,High,Low,Close,Volume
2014-12-31,15.357072507354683,15.391397133194864,15.199175824048435,15.219771385192871,1863400
2015-01-02,15.260963423249503,15.288424175446076,15.144257845215535,15.17171859741211,2210300
2015-01-05,15.185451241939642,15.206045499762743,15.000095065126146,15.027554512023926,2444900
2015-01-06,15.082471523837244,15.1442569030349,14.92457613673241,14.965765953063965,2265900
2015-01-07,14.97949190777085,15.109927815295785,14.952032474786806,15.103062629699707,1655400
2015-01-08,15.19231378853431,15.336480127650518,15.17858472099057,15.302155494689941,879900
2015-01-09,15.528701486068812,15.549295742097293,15.425724968323143,15.446320533752441,1932700
2015-01-12,15.363938957309376,15.363938957309376,15.233504309758233,15.267828941345215,1508300
2015-01-13,15.29528969413541,15.377669333704473,15.14425817259086,15.267828941345215,1870100
2015-01-14,15.034415548283585,15.096200923488357,14.938305546587523,15.06187629699707,2055800
2015-01-15,15.247230181676239,15.274690928712001,15.096200001181016,15.15112018585205,3659900
2015-01-16,15.027549786476179,15.329611463771325,15.027549786476179,15.322746276855469,1953200
2015-01-20,15.151118568615376,15.178579312719965,15.01381877629347,15.123659133911133,1283700
2015-01-21,15.315880763674869,15.405126882279346,15.199175207392432,15.260960578918457,2670400
2015-01-22,15.28155582402669,15.357071567534337,15.226635640403073,15.254095077514648,2110700
2015-01-23,15.144252433875906,15.19230742364818,15.075601887315399,15.103062629699707,1943600
2015-01-26,15.13739203130859,15.192312224030319,15.07560665082156,15.157987594604492,1135200
2015-01-27,15.206040990913333,15.247230803746987,15.151120804001613,15.185446739196777,1300900
2015-01-28,15.384528692137545,15.391393877733622,15.075601887315399,15.103062629699707,2074500
2015-01-29,15.082470901085086,15.15112146507021,14.965765335130556,15.137391090393066,1584800
2015-01-30,15.013821620630651,15.17171700094395,15.006956433303907,15.04814624786377,1610900
2015-02-02,15.288423217087193,15.37766803733025,15.247232091374409,15.357073783874512,1886300
2015-02-03,15.411994941781492,15.803301494783925,15.39826456568298,15.686595916748047,2460900
2015-02-04,15.65913581923769,15.727786393199697,15.576756178003912,15.604215621948242,3222600
2015-02-05,15.727785755216567,15.89254634040155,15.727785755216567,15.88568115234375,1437000
2015-02-06,15.782705307006838,15.858221063164025,15.7346503019616,15.782705307006836,2338600
2015-02-09,15.80329897083799,15.89254378242355,15.748378784615985,15.762107849121094,2138900
2015-02-10,15.748380021248332,15.796435024291013,15.67286426823805,15.755245208740234,1193600
2015-02-11,15.563023233620873,15.563023233620873,15.432587295553489,15.521833419799805,1672900
2015-02-12,15.473778757503048,15.67286395316342,15.46691357014916,15.61794376373291,1859300
2015-02-13,15.892544753354858,16.002385132509403,15.87881437861039,15.947464942932129,1803000
2015-02-17,15.954331727909201,16.057306930003048,15.926872285071186,16.05044174194336,1798700
2015-02-18,16.03671076631372,16.180875770204445,16.016115204586225,16.12595558166504,1554200
2015-02-19,16.043575317783855,16.15341569050993,16.043575317783855,16.05730438232422,1434900
2015-02-20,16.0435721520683,16.1602776887365,15.961191234078871,16.146547317504883,1195600
2015-02-23,16.0641702170449,16.132820780117004,16.043575964703674,16.10536003112793,1150300
2015-02-24,16.112225211934707,16.290716152090596,16.05043983613457,16.256391525268555,1499100
2015-02-25,16.36623191833496,16.42801729419533,16.359366731083746,16.36623191833496,1556300
2015-02-26,16.27011803978889,16.27011803978889,16.105356203810032,16.146547317504883,1675400
2015-02-27,16.228930776290458,16.318176901068693,16.208336523957463,16.256391525268555,1490100
2015-03-02,16.263255434022703,16.304445244851244,16.228929500498516,16.27012062072754,1122200
2015-03-03,16.29071554243224,16.32504147737026,16.24952572990715,16.27698516845703,1448000
2015-03-04,16.26325798949501,16.26325798949501,16.112226477057728,16.187742233276367,964700
2015-03-05,16.139685967364272,16.167145406952766,16.0641702170449,16.10536003112793,1426600
2015-03-06,16.00924774069601,16.022978113228437,15.817027762843654,15.823891639709473,1727700
2015-03-09,15.837622012241896,15.858217571040532,15.789567017778806,15.823891639709473,1556600
2015-03-10,15.576753283088422,15.617943096050247,15.425721786560818,15.460047721862793,3214000
2015-03-11,15.487505266245895,15.508100824907798,15.377664905516523,15.418854713439941,2739200
2015-03-12,15.830757761099314,15.892543131744493,15.79643313714109,15.865083694458008,2502600
2015-03-13,15.638535168042425,15.645400353571096,15.418853159325728,15.556154251098633,3172700
2015-03-16,15.672862043901866,15.748377786194746,15.652266484349143,15.69345760345459,2973600
2015-03-17,15.617945017727711,15.686595587378084,15.597349454012388,15.645405769348145,1800600
2015-03-18,15.665997900701012,16.14655051373132,15.652267526751453,16.112224578857422,3881200
2015-03-19,15.988657337598912,16.05044141005708,15.906276391986843,15.954331398010254,2043200
2015-03-20,16.30444591562776,16.482936849095328,16.256390916117365,16.428016662597656,3339200
2015-03-23,16.45547738235949,16.599643701515912,16.428017941672945,16.544723510742188,1827300
2015-03-24,16.599641146979742,16.627100583440527,16.52412540526183,16.551586151123047,2407600
2015-03-25,16.585912672771578,16.60650823452523,16.352501543832528,16.36623191833496,2076700
2015-03-26,16.256394701863428,16.26325989044945,16.119093548944655,16.20833969116211,2856200
2015-03-27,16.1190923131395,16.139687877318565,16.029847487165032,16.05044174194336,3337800
2015-03-30,15.871951772418326,15.93373584491783,15.858221396573677,15.878815650939941,2285600
2015-03-31,15.659131670866717,15.796432782417327,15.652266484349143,15.69345760345459,2011500
2015-04-01,15.741513262140655,15.789568260385575,15.672862703476271,15.720917701721191,2148700
2015-04-02,15.686594985064744,15.844490372617447,15.66599942214022,15.775839805603027,3291500
2015-04-06,15.803302123013198,16.071037920573808,15.789571746368862,15.920007705688477,2471200
2015-04-07,15.981791839187267,16.091632224935577,15.974926651402912,16.00238609313965,2396700
2015-04-08,16.160284070564316,16.256394088339718,16.09163349669583,16.174013137817383,3928000
2015-04-09,16.1877422295986,16.1877422295986,16.04357721437833,16.132822036743164,1960400
2015-04-10,16.11222458895849,16.194605523306958,16.11222458895849,16.167144775390625,1109200
2015-04-13,15.947463978982212,15.981789913768543,15.865084354296071,15.89254379272461,1876000
2015-04-14,15.920000417019482,16.00238002036799,15.892539676303189,15.981785774230957,1611500
