Date,Open,High,Low,Close,Adj Close,Volume
2013-12-31,152.32000732421875,153.1999969482422,148.66000366210938,150.42999267578125,150.42999267578125,4262400
2014-01-02,149.8000030517578,152.47999572753906,146.5500030517578,150.10000610351562,150.10000610351562,6188400
2014-01-03,150.0,152.19000244140625,148.60000610351562,149.55999755859375,149.55999755859375,4695000
2014-01-06,150.0,150.39999389648438,145.24000549316406,147.0,147.0,5361100
2014-01-07,147.6199951171875,150.39999389648438,145.25,149.36000061035156,149.36000061035156,5034100
2014-01-08,148.85000610351562,153.6999969482422,148.75999450683594,151.27999877929688,151.27999877929688,6163200
2014-01-09,152.5,153.42999267578125,146.85000610351562,147.52999877929688,147.52999877929688,5382000
2014-01-10,148.4600067138672,148.89999389648438,142.25,145.72000122070312,145.72000122070312,7446100
2014-01-13,145.77999877929688,147.0,137.82000732421875,139.33999633789062,139.33999633789062,6316100
2014-01-14,140.5,162.0,136.6699981689453,161.27000427246094,161.27000427246094,27607000
2014-01-15,168.4499969482422,172.22999572753906,162.10000610351562,164.1300048828125,164.1300048828125,20465600
2014-01-16,162.5,172.6999969482422,162.39999389648438,170.97000122070312,170.97000122070312,11959400
2014-01-17,170.19000244140625,173.1999969482422,167.9499969482422,170.00999450683594,170.00999450683594,9206200
2014-01-21,171.24000549316406,177.2899932861328,170.80999755859375,176.67999267578125,176.67999267578125,9734700
2014-01-22,177.80999755859375,180.32000732421875,174.75999450683594,178.55999755859375,178.55999755859375,7022600
2014-01-23,177.22999572753906,182.3800048828125,173.4199981689453,181.5,181.5,7867400
2014-01-24,177.85000610351562,180.47999572753906,173.52999877929688,174.60000610351562,174.60000610351562,7664300
2014-01-27,175.16000366210938,177.9199981689453,164.7100067138672,169.6199951171875,169.6199951171875,8716400
2014-01-28,171.5,178.97999572753906,171.0,178.3800048828125,178.3800048828125,6093400
2014-01-29,175.3000030517578,179.08999633789062,173.1300048828125,175.22999572753906,175.22999572753906,5935500
2014-01-30,178.0,184.77999877929688,177.00999450683594,182.83999633789062,182.83999633789062,8565000
2014-01-31,178.85000610351562,186.0,178.50999450683594,181.41000366210938,181.41000366210938,6508800
2014-02-03,182.88999938964844,184.8800048828125,175.16000366210938,177.11000061035156,177.11000061035156,6764900
2014-02-04,180.6999969482422,181.60000610351562,176.1999969482422,178.72999572753906,178.72999572753906,4686300
2014-02-05,178.3000030517578,180.58999633789062,169.36000061035156,174.4199981689453,174.4199981689453,7268000
2014-02-06,176.3000030517578,180.11000061035156,176.0,178.3800048828125,178.3800048828125,5841600
2014-02-07,181.00999450683594,186.6300048828125,179.60000610351562,186.52999877929688,186.52999877929688,8928500
2014-02-10,189.33999633789062,199.3000030517578,189.32000732421875,196.55999755859375,196.55999755859375,12970700
2014-02-11,198.97000122070312,202.1999969482422,192.6999969482422,196.6199951171875,196.6199951171875,10709900
2014-02-12,195.77999877929688,198.27000427246094,194.32000732421875,195.32000732421875,195.32000732421875,5173700
2014-02-13,193.33999633789062,202.72000122070312,193.25,199.6300048828125,199.6300048828125,8029300
2014-02-14,198.10000610351562,201.8800048828125,197.0,198.22999572753906,198.22999572753906,6158000
2014-02-18,205.24000549316406,206.0,201.36000061035156,203.6999969482422,203.6999969482422,9332800
2014-02-19,203.6999969482422,203.6999969482422,193.41000366210938,193.63999938964844,193.63999938964844,16169000
2014-02-20,215.00999450683594,215.2100067138672,206.27000427246094,209.97000122070312,209.97000122070312,18002300
2014-02-21,211.63999938964844,213.97999572753906,209.19000244140625,209.60000610351562,209.60000610351562,7818800
2014-02-24,208.75999450683594,218.36000061035156,208.32000732421875,217.64999389648438,217.64999389648438,8278400
2014-02-25,230.0,259.20001220703125,228.4499969482422,248.0,248.0,32681700
2014-02-26,258.5799865722656,265.0,247.5,253.0,253.0,24604600
2014-02-27,261.25,261.8999938964844,248.3300018310547,252.5399932861328,252.5399932861328,17945800
2014-02-28,249.64999389648438,252.67999267578125,242.5500030517578,244.80999755859375,244.80999755859375,14589800
2014-03-03,237.25999450683594,251.64999389648438,234.99000549316406,250.55999755859375,250.55999755859375,13089300
2014-03-04,258.4800109863281,260.0,252.8300018310547,254.83999633789062,254.83999633789062,8745600
2014-03-05,256.7200012207031,256.989990234375,251.8000030517578,252.66000366210938,252.66000366210938,5935700
2014-03-06,254.13999938964844,257.5,249.4499969482422,252.94000244140625,252.94000244140625,7361100
2014-03-07,252.94000244140625,254.85000610351562,244.41000366210938,246.2100067138672,246.2100067138672,7812300
2014-03-10,242.6999969482422,243.0,236.05999755859375,238.83999633789062,238.83999633789062,7728100
2014-03-11,236.5,244.60000610351562,232.42999267578125,234.41000366210938,234.41000366210938,8810100
2014-03-12,231.5,247.5,231.11000061035156,241.49000549316406,241.49000549316406,9754400
2014-03-13,243.7899932861328,244.19000244140625,234.0,237.7899932861328,237.7899932861328,6236300
2014-03-14,235.2899932861328,236.94000244140625,228.32000732421875,230.97000122070312,230.97000122070312,8289700
2014-03-17,234.9499969482422,237.92999267578125,230.5,233.97999572753906,233.97999572753906,5912600
2014-03-18,236.9499969482422,241.5,235.02000427246094,240.0399932861328,240.0399932861328,6242300
2014-03-19,241.38999938964844,241.5500030517578,233.50999450683594,235.83999633789062,235.83999633789062,5071300
2014-03-20,236.16000366210938,239.25,233.36000061035156,234.91000366210938,234.91000366210938,3817900
2014-03-21,236.02000427246094,236.1999969482422,227.5,228.88999938964844,228.88999938964844,8216900
2014-03-24,229.75,229.89999389648438,210.27000427246094,220.1699981689453,220.1699981689453,11328800
2014-03-25,224.13999938964844,227.0500030517578,217.89999389648438,220.44000244140625,220.44000244140625,7865400
2014-03-26,221.9499969482422,222.60000610351562,211.35000610351562,212.9600067138672,212.9600067138672,6907300
2014-03-27,212.3699951171875,213.60000610351562,203.0,207.32000732421875,207.32000732421875,9495700
2014-03-28,212.8000030517578,216.72000122070312,210.27000427246094,212.3699951171875,212.3699951171875,9684800
2014-03-31,216.5,216.75,206.38999938964844,208.4499969482422,208.4499969482422,8380000
2014-04-01,209.02000427246094,218.16000366210938,208.5800018310547,216.97000122070312,216.97000122070312,7371400
2014-04-02,220.0,230.88999938964844,218.0500030517578,230.2899932861328,230.2899932861328,10782300
2014-04-03,230.3000030517578,235.72999572753906,222.0,225.39999389648438,225.39999389648438,10923700
2014-04-04,226.00999450683594,228.27000427246094,211.25,212.22999572753906,212.22999572753906,11345600
2014-04-07,205.80999755859375,216.1999969482422,203.50999450683594,207.52000427246094,207.52000427246094,9855500
2014-04-08,210.0500030517578,216.49000549316406,206.4199981689453,215.4600067138672,215.4600067138672,6889300
2014-04-09,216.75999450683594,218.4499969482422,210.88999938964844,216.92999267578125,216.92999267578125,5157900
2014-04-10,216.82000732421875,217.5,203.7899932861328,204.19000244140625,204.19000244140625,7211500
2014-04-11,200.61000061035156,207.0,198.60000610351562,203.77999877929688,203.77999877929688,9067200
2014-04-14,207.60000610351562,208.44000244140625,194.41000366210938,198.08999633789062,198.08999633789062,7703000
2014-04-15,199.08999633789062,199.2899932861328,184.32000732421875,193.91000366210938,193.91000366210938,13659300
2014-04-16,197.0,199.99000549316406,190.82000732421875,199.11000061035156,199.11000061035156,7202200
2014-04-17,199.61000061035156,202.2899932861328,194.0800018310547,198.1199951171875,198.1199951171875,5926800
2014-04-21,197.0800018310547,206.1999969482422,194.0,204.3800048828125,204.3800048828125,5258200
2014-04-22,206.36000061035156,219.3300018310547,205.00999450683594,218.63999938964844,218.63999938964844,9804700
2014-04-23,216.3300018310547,216.74000549316406,207.0,207.99000549316406,207.99000549316406,7295600
2014-04-24,210.80999755859375,212.8000030517578,203.1999969482422,207.86000061035156,207.86000061035156,5495200
2014-04-25,202.0,206.6999969482422,197.64999389648438,199.85000610351562,199.85000610351562,6996700
2014-04-28,200.0,203.7899932861328,190.5,198.50999450683594,198.50999450683594,7042000
2014-04-29,198.2100067138672,207.14999389648438,195.52999877929688,206.9199981689453,206.9199981689453,5779100
2014-04-30,203.60000610351562,208.16000366210938,201.27999877929688,207.88999938964844,207.88999938964844,4440600
2014-05-01,207.0800018310547,214.02000427246094,205.69000244140625,207.72999572753906,207.72999572753906,5439900
2014-05-02,208.60000610351562,211.36000061035156,206.52000427246094,210.91000366210938,210.91000366210938,4086800
2014-05-05,209.47999572753906,217.69000244140625,208.52000427246094,216.61000061035156,216.61000061035156,5147000
2014-05-06,216.60000610351562,218.66000366210938,206.85000610351562,207.27999877929688,207.27999877929688,5636700
2014-05-07,209.63999938964844,210.1999969482422,197.25,201.35000610351562,201.35000610351562,10179300
2014-05-08,182.0,194.39999389648438,178.0,178.58999633789062,178.58999633789062,20056600
2014-05-09,179.86000061035156,183.39999389648438,177.22000122070312,182.25999450683594,182.25999450683594,8495200
2014-05-12,183.8699951171875,187.19000244140625,179.8800048828125,184.6699981689453,184.6699981689453,7002300
2014-05-13,183.75999450683594,191.33999633789062,183.0,190.16000366210938,190.16000366210938,7097200
2014-05-14,188.9499969482422,193.47999572753906,187.10000610351562,190.6199951171875,190.6199951171875,5406700
2014-05-15,189.97999572753906,192.66000366210938,185.3000030517578,188.58999633789062,188.58999633789062,6040400
2014-05-16,188.9499969482422,192.0399932861328,187.72000122070312,191.55999755859375,191.55999755859375,4487700
2014-05-19,190.72000122070312,196.88999938964844,190.0,196.08999633789062,196.08999633789062,4571700
2014-05-20,196.94000244140625,199.3300018310547,193.07000732421875,195.3000030517578,195.3000030517578,5546100
2014-05-21,196.17999267578125,199.8699951171875,194.7899932861328,199.4499969482422,199.4499969482422,5285400
2014-05-22,200.35000610351562,206.8800048828125,199.55999755859375,204.8800048828125,204.8800048828125,6214500
2014-05-23,204.52999877929688,207.75999450683594,202.5,207.3000030517578,207.3000030517578,4006800
2014-05-27,208.52000427246094,213.8699951171875,207.6999969482422,211.55999755859375,211.55999755859375,5341100
2014-05-28,210.02000427246094,212.77000427246094,205.25999450683594,210.24000549316406,210.24000549316406,5495100
2014-05-29,210.57000732421875,212.49000549316406,207.72000122070312,210.24000549316406,210.24000549316406,3692500
2014-05-30,210.3000030517578,214.8000030517578,207.02000427246094,207.77000427246094,207.77000427246094,5581100
2014-06-02,207.3300018310547,209.35000610351562,201.6699981689453,204.6999969482422,204.6999969482422,4668100
2014-06-03,203.49000549316406,208.0,202.58999633789062,204.94000244140625,204.94000244140625,3860800
2014-06-04,204.35000610351562,206.25999450683594,200.39999389648438,203.99000549316406,203.99000549316406,3427400
2014-06-05,204.47000122070312,209.1999969482422,204.0500030517578,206.89999389648438,206.89999389648438,4054600
2014-06-06,209.75,210.80999755859375,207.17999267578125,208.1699981689453,208.1699981689453,3073800
2014-06-09,207.9499969482422,209.99000549316406,204.1999969482422,205.30999755859375,205.30999755859375,2805700
2014-06-10,204.42999267578125,206.97000122070312,201.5500030517578,202.3000030517578,202.3000030517578,3514700
2014-06-11,201.5,205.0,199.25,204.47000122070312,204.47000122070312,3977500
2014-06-12,205.10000610351562,209.8800048828125,202.7100067138672,203.52000427246094,203.52000427246094,5993700
2014-06-13,204.77999877929688,206.7899932861328,201.5800018310547,206.4199981689453,206.4199981689453,3544300
2014-06-16,206.75999450683594,225.49000549316406,206.25999450683594,224.61000061035156,224.61000061035156,13246400
2014-06-17,224.11000061035156,235.5399932861328,222.85000610351562,231.6699981689453,231.6699981689453,13304900
2014-06-18,231.5,231.7100067138672,226.1199951171875,227.1199951171875,227.1199951171875,6940200
2014-06-19,228.8800048828125,235.30999755859375,227.0,227.7899932861328,227.7899932861328,8793100
2014-06-20,228.52000427246094,231.2899932861328,226.1999969482422,229.58999633789062,229.58999633789062,4903900
2014-06-23,229.50999450683594,238.99000549316406,228.22000122070312,237.22000122070312,237.22000122070312,7791100
2014-06-24,238.97000122070312,241.8800048828125,231.6300048828125,232.5,232.5,8075900
2014-06-25,233.0500030517578,237.5500030517578,230.24000549316406,236.88999938964844,236.88999938964844,5801600
2014-06-26,237.1699981689453,240.39999389648438,234.2100067138672,235.60000610351562,235.60000610351562,5121400
2014-06-27,234.69000244140625,240.0,234.5,239.05999755859375,239.05999755859375,5635000
2014-06-30,239.5500030517578,244.49000549316406,239.0,240.05999755859375,240.05999755859375,4828600
2014-07-01,242.4600067138672,243.44000244140625,238.6999969482422,239.72000122070312,239.72000122070312,4336100
2014-07-02,240.66000366210938,242.3300018310547,227.07000732421875,229.42999267578125,229.42999267578125,8027400
2014-07-03,231.2899932861328,231.89999389648438,224.0,229.25,229.25,5166700
2014-07-07,227.5,229.77999877929688,220.39999389648438,222.66000366210938,222.66000366210938,5893700
2014-07-08,218.64999389648438,220.9600067138672,214.27000427246094,219.07000732421875,219.07000732421875,7836200
2014-07-09,221.27000427246094,224.22000122070312,219.2100067138672,223.05999755859375,223.05999755859375,4115400
2014-07-10,217.17999267578125,222.22000122070312,216.0399932861328,219.4600067138672,219.4600067138672,4863900
