"emeaTimestamp","sentimentPositive","sentimentNegative","sentimentNeutral","relevance","assetId","assetName"
"2012-01-09T07:08:34.756Z",0.40312,0.201799,0.395081,0.144338,4295864818,"Baidu Inc"
"2012-01-10T10:16:52.499Z",0.214888,0.454295,0.330818,0.353553,4295864818,"Baidu Inc"
"2012-01-16T05:45:13.430Z",0.577116,0.0653596,0.357524,1,4295864818,"Baidu Inc"
"2012-01-17T14:38:23.026Z",0.755303,0.0561454,0.188552,0.57735,4295864818,"Baidu Inc"
"2012-01-18T05:15:27.519Z",0.200617,0.684431,0.114952,0.707107,4295864818,"Baidu Inc"
"2012-01-18T14:31:06.201Z",0.0234485,0.0994123,0.877139,1,4295864818,"Baidu Inc"
"2012-01-18T21:06:20.948Z",0.200617,0.684431,0.114952,0.707107,4295864818,"Baidu Inc"
"2012-01-19T21:01:57.653Z",0.231464,0.152658,0.615878,1,4295864818,"Baidu Inc"
"2012-01-19T21:02:04.748Z",0.240503,0.141682,0.617815,0.5,4295864818,"Baidu Inc"
"2012-01-19T21:02:13.565Z",0.0612192,0.805703,0.133077,0.707107,4295864818,"Baidu Inc"
"2012-01-19T21:02:17.766Z",0.0460479,0.0266457,0.927306,1,4295864818,"Baidu Inc"
"2012-01-19T21:02:24.943Z",0.239253,0.143158,0.617588,1,4295864818,"Baidu Inc"
"2012-01-19T21:02:26.543Z",0.250586,0.130276,0.619138,0.5,4295864818,"Baidu Inc"
"2012-01-19T21:02:33.956Z",0.250586,0.130276,0.619138,1,4295864818,"Baidu Inc"
"2012-01-19T21:02:35.491Z",0.211733,0.179266,0.609002,0.5,4295864818,"Baidu Inc"
"2012-01-19T21:02:38.186Z",0.225056,0.160893,0.614051,1,4295864818,"Baidu Inc"
"2012-01-19T21:02:50.922Z",0.208746,0.174983,0.616272,0.707107,4295864818,"Baidu Inc"
"2012-01-19T21:03:02.501Z",0.232307,0.151604,0.616089,1,4295864818,"Baidu Inc"
"2012-01-19T21:03:04.062Z",0.50623,0.0115364,0.482234,0.707107,4295864818,"Baidu Inc"
"2012-01-19T21:03:28.271Z",0.50623,0.0115364,0.482234,0.707107,4295864818,"Baidu Inc"
"2012-01-19T21:05:02.838Z",0.177503,0.235417,0.587081,0.0447214,4295864818,"Baidu Inc"
"2012-01-19T21:13:45.123Z",0.0556284,0.819143,0.125228,1,4295864818,"Baidu Inc"
"2012-01-19T21:13:59.852Z",0.0574206,0.814799,0.127781,1,4295864818,"Baidu Inc"
"2012-01-19T21:15:06.406Z",0.181807,0.512824,0.305368,0.182574,4295864818,"Baidu Inc"
"2012-01-19T21:30:33.807Z",0.190435,0.49655,0.313015,0.154303,4295864818,"Baidu Inc"
"2012-01-19T21:46:32.259Z",0.053686,0.601669,0.344645,0.0870388,4295864818,"Baidu Inc"
"2012-01-19T22:17:12.647Z",0.0702856,0.783906,0.145808,0.0833333,4295864818,"Baidu Inc"
"2012-02-01T08:00:10.588Z",0.246299,0.154378,0.599323,1,4295864818,"Baidu Inc"
"2012-02-03T09:47:30.860Z",0.0744816,0.742164,0.183355,0.447214,4295864818,"Baidu Inc"
"2012-02-06T14:13:59.758Z",0.0477333,0.0247152,0.927551,1,4295864818,"Baidu Inc"
"2012-02-06T14:15:22.881Z",0.214188,0.169229,0.616583,1,4295864818,"Baidu Inc"
"2012-02-06T14:33:12.293Z",0.0812591,0.75993,0.158811,1,4295864818,"Baidu Inc"
